order_id,order_date,order_time,total_amount,tax,payment_method,order_type,order_status,day_type
O000682,2025-11-28,18:35,809.4,99.4,CASH,Dine in,Completed,Weekend
O000683,2025-11-28,21:16,473.1,58.1,CASH,Dine in,Completed,Weekend
O000684,2025-11-28,22:07,592.8,72.8,CASH,Dine in,Completed,Weekend
O000685,2025-11-28,19:39,467.4,57.4,CASH,TAKEAWAY,Completed,Weekend
O000686,2025-11-28,22:51,991.8,121.8,card,Dine in,Completed,Weekend
O000687,2025-11-28,19:29,570.0,70.0,,TAKEAWAY,Completed,Weekend
O000688,2025-11-28,20:10,592.8,72.8,CASH,TAKEAWAY,Completed,Weekend
O000689,2025-11-28,22:21,530.1,65.1,,Dine in,Completed,Weekend
O000690,2025-11-28,22:07,843.6,103.6,card,TAKEAWAY,Completed,Weekend
O000691,2025-11-28,20:02,735.3,90.3,card,TAKEAWAY,Completed,Weekend
O000692,2025-11-28,21:10,570.0,70.0,card,,Completed,Weekend
O000693,2025-11-28,23:47,262.2,32.2,,Dine in,Completed,Weekend
O000694,2025-11-28,21:16,1231.2,151.2,card,TAKEAWAY,Completed,Weekend
O000695,2025-11-28,18:08,552.9,67.9,card,TAKEAWAY,Completed,Weekend
O000696,2025-11-28,19:56,478.8,58.8,CASH,TAKEAWAY,Completed,Weekend
O000697,2025-11-28,19:04,410.4,50.4,card,Dine in,Completed,Weekend
O000698,2025-11-28,21:29,855.0,105.0,card,Dine in,Completed,Weekend
O000699,2025-11-28,22:03,1174.2,144.2,CASH,Dine in,Completed,Weekend
O000700,2025-11-28,20:44,587.1,72.1,card,TAKEAWAY,Completed,Weekend
O000701,2025-11-28,20:45,678.3,83.3,card,TAKEAWAY,Completed,Weekend
O000702,2025-11-28,21:43,592.8,72.8,card,Dine in,Completed,Weekend
O000703,2025-11-28,18:13,1197.0,147.0,CASH,TAKEAWAY,Completed,Weekend
O000704,2025-11-28,18:56,820.8,100.8,CASH,TAKEAWAY,Completed,Weekend
O000705,2025-11-28,21:09,467.4,57.4,card,Dine in,Completed,Weekend
O000706,2025-11-28,23:53,319.2,39.2,CASH,TAKEAWAY,Completed,Weekend
O000707,2025-11-28,20:43,661.2,81.2,card,TAKEAWAY,Completed,Weekend
O000708,2025-11-28,21:38,860.7,105.7,CASH,TAKEAWAY,Completed,Weekend
O000709,2025-11-28,18:47,547.2,67.2,card,Dine in,Completed,Weekend
O000710,2025-11-28,19:46,752.4,92.4,card,Dine in,Completed,Weekend
O000711,2025-11-28,19:57,564.3,69.3,CASH,Dine in,Completed,Weekend
O000712,2025-11-28,21:41,661.2,81.2,card,TAKEAWAY,Completed,Weekend
O000713,2025-11-28,21:28,598.5,73.5,,Dine in,Completed,Weekend
O000714,2025-11-28,20:34,484.5,59.5,CASH,,Completed,Weekend
O000715,2025-11-28,20:58,991.8,121.8,CASH,TAKEAWAY,Completed,Weekend
O000716,2025-11-28,19:37,649.8,79.8,,TAKEAWAY,Completed,Weekend
O000717,2025-11-28,19:13,729.6,89.6,card,TAKEAWAY,Completed,Weekend
O000718,2025-11-28,19:33,513.0,63.0,,Dine in,Completed,Weekend
O000719,2025-11-28,22:44,775.2,95.2,CASH,TAKEAWAY,Completed,Weekend
O000720,2025-11-28,18:37,706.8,86.8,card,Dine in,Completed,Weekend
O000721,2025-11-28,19:09,706.8,86.8,,Dine in,Completed,Weekend
O000722,2025-11-28,19:35,923.4,113.4,CASH,Dine in,Completed,Weekend
O000723,2025-11-28,22:23,735.3,90.3,card,Dine in,Completed,Weekend
O000724,2025-11-28,22:03,484.5,59.5,card,Dine in,Completed,Weekend
O000725,2025-11-28,19:13,741.0,91.0,card,Dine in,Completed,Weekend
O000726,2025-11-28,23:26,655.5,80.5,CASH,Dine in,Completed,Weekend
O000727,2025-11-28,18:08,752.4,92.4,CASH,TAKEAWAY,Completed,Weekend
O000728,2025-11-28,19:34,912.0,112.0,card,TAKEAWAY,Completed,Weekend
O000729,2025-11-28,20:42,381.9,46.9,card,Dine in,Completed,Weekend
O000730,2025-11-28,19:01,815.1,100.1,CASH,TAKEAWAY,Completed,Weekend
O000731,2025-11-28,21:10,627.0,77.0,card,TAKEAWAY,Completed,Weekend
O000732,2025-11-28,19:37,786.6,96.6,CASH,TAKEAWAY,Completed,Weekend
O000733,2025-11-28,22:45,672.6,82.6,CASH,,Completed,Weekend
O000734,2025-11-28,21:32,587.1,72.1,CASH,Dine in,Completed,Weekend
O000735,2025-11-28,20:33,832.2,102.2,CASH,Dine in,Completed,Weekend
O000736,2025-11-28,18:59,815.1,100.1,CASH,Dine in,Completed,Weekend
O000737,2025-11-28,20:37,1003.2,123.2,card,TAKEAWAY,Completed,Weekend
O000738,2025-11-28,23:42,741.0,91.0,CASH,TAKEAWAY,Completed,Weekend
O000739,2025-11-28,20:30,581.4,71.4,card,TAKEAWAY,Completed,Weekend
O000740,2025-11-28,20:54,712.5,87.5,card,TAKEAWAY,Completed,Weekend
O000741,2025-11-28,22:10,1117.2,137.2,card,Dine in,Completed,Weekend
O000742,2025-11-28,20:31,535.8,65.8,CASH,TAKEAWAY,Completed,Weekend
O000743,2025-11-28,18:54,416.1,51.1,CASH,TAKEAWAY,Completed,Weekend
O000744,2025-11-28,18:41,1043.1,128.1,CASH,Dine in,Completed,Weekend
O000745,2025-11-28,18:49,917.7,112.7,card,TAKEAWAY,Completed,Weekend
O000746,2025-11-28,21:50,387.6,47.6,CASH,Dine in,Completed,Weekend
O000747,2025-11-28,22:50,387.6,47.6,CASH,Dine in,Completed,Weekend
O000748,2025-11-28,18:38,695.4,85.4,card,Dine in,Completed,Weekend
O000749,2025-11-28,20:55,706.8,86.8,card,TAKEAWAY,Completed,Weekend
O000750,2025-11-28,22:32,661.2,81.2,card,TAKEAWAY,Completed,Weekend
O000751,2025-11-28,20:07,775.2,95.2,CASH,Dine in,Completed,Weekend
O000752,2025-11-28,18:42,912.0,112.0,CASH,Dine in,Completed,Weekend
O000753,2025-11-28,18:29,547.2,67.2,card,TAKEAWAY,Completed,Weekend
O000754,2025-11-28,19:01,376.2,46.2,CASH,TAKEAWAY,Completed,Weekend
O000755,2025-11-28,22:16,456.0,56.0,,TAKEAWAY,Completed,Weekend
O000756,2025-11-28,20:09,342.0,42.0,card,Dine in,Completed,Weekend
O000757,2025-11-28,18:26,837.9,102.9,card,TAKEAWAY,Completed,Weekend
O000758,2025-11-29,18:55,758.1,93.1,CASH,,Completed,Weekend
O000759,2025-11-29,20:04,912.0,112.0,card,Dine in,Completed,Weekend
O000760,2025-11-29,18:11,490.2,60.2,CASH,Dine in,Completed,Weekend
O000761,2025-11-29,23:51,729.6,89.6,card,TAKEAWAY,Completed,Weekend
O000762,2025-11-29,20:13,541.5,66.5,card,TAKEAWAY,Completed,Weekend
O000763,2025-11-29,22:29,592.8,72.8,CASH,Dine in,Completed,Weekend
O000764,2025-11-29,21:42,524.4,64.4,card,TAKEAWAY,Completed,Weekend
O000765,2025-11-29,21:16,478.8,58.8,CASH,Dine in,Completed,Weekend
O000766,2025-11-29,19:02,752.4,92.4,card,TAKEAWAY,Completed,Weekend
O000767,2025-11-29,22:14,307.8,37.8,,TAKEAWAY,Completed,Weekend
O000768,2025-11-29,19:19,684.0,84.0,CASH,Dine in,Completed,Weekend
O000769,2025-11-29,21:34,421.8,51.8,,Dine in,Completed,Weekend
O000770,2025-11-29,21:41,963.3,118.3,CASH,TAKEAWAY,Completed,Weekend
O000771,2025-11-29,21:58,376.2,46.2,card,TAKEAWAY,Completed,Weekend
O000772,2025-11-29,20:27,843.6,103.6,,Dine in,Completed,Weekend
O000773,2025-11-29,20:18,991.8,121.8,card,Dine in,Completed,Weekend
O000774,2025-11-29,19:13,473.1,58.1,CASH,TAKEAWAY,Completed,Weekend
O000775,2025-11-29,21:52,786.6,96.6,card,TAKEAWAY,Completed,Weekend
O000776,2025-11-29,21:52,342.0,42.0,CASH,TAKEAWAY,Completed,Weekend
O000777,2025-11-29,18:24,592.8,72.8,CASH,TAKEAWAY,Completed,Weekend
O000778,2025-11-29,21:24,501.6,61.6,CASH,,Completed,Weekend
O000779,2025-11-29,20:13,342.0,42.0,card,TAKEAWAY,Completed,Weekend
O000780,2025-11-29,23:59,501.6,61.6,CASH,Dine in,Completed,Weekend
O000781,2025-11-29,21:00,855.0,105.0,card,TAKEAWAY,Completed,Weekend
O000782,2025-11-29,21:10,843.6,103.6,CASH,TAKEAWAY,Completed,Weekend
O000783,2025-11-29,18:37,427.5,52.5,CASH,TAKEAWAY,Completed,Weekend
O000784,2025-11-29,20:18,478.8,58.8,card,TAKEAWAY,Completed,Weekend
O000785,2025-11-29,22:30,239.4,29.4,card,TAKEAWAY,Completed,Weekend
O000786,2025-11-29,23:10,672.6,82.6,CASH,TAKEAWAY,Completed,Weekend
O000787,2025-11-29,22:49,746.7,91.7,CASH,,Completed,Weekend
O000788,2025-11-29,20:46,547.2,67.2,CASH,TAKEAWAY,Completed,Weekend
O000789,2025-11-29,20:56,421.8,51.8,CASH,TAKEAWAY,Completed,Weekend
O000790,2025-11-29,21:48,330.6,40.6,,Dine in,Completed,Weekend
O000791,2025-11-29,21:23,250.8,30.8,card,TAKEAWAY,Completed,Weekend
O000792,2025-11-29,21:29,478.8,58.8,card,Dine in,Completed,Weekend
O000793,2025-11-29,20:51,393.3,48.3,card,TAKEAWAY,Completed,Weekend
O000794,2025-11-29,21:59,809.4,99.4,card,Dine in,Completed,Weekend
O000795,2025-11-29,19:27,934.8,114.8,card,Dine in,Completed,Weekend
O000796,2025-11-29,20:56,513.0,63.0,card,TAKEAWAY,Completed,Weekend
O000797,2025-11-29,21:47,661.2,81.2,CASH,Dine in,Completed,Weekend
O000798,2025-11-29,21:19,501.6,61.6,card,TAKEAWAY,Completed,Weekend
O000799,2025-11-29,21:18,421.8,51.8,CASH,TAKEAWAY,Completed,Weekend
O000800,2025-11-29,21:30,1356.6,166.6,card,Dine in,Completed,Weekend
O000801,2025-11-29,23:29,843.6,103.6,card,TAKEAWAY,Completed,Weekend
O000802,2025-11-29,20:15,798.0,98.0,,,Completed,Weekend
O000803,2025-11-29,21:13,285.0,35.0,,Dine in,Completed,Weekend
O000804,2025-11-29,23:53,798.0,98.0,card,TAKEAWAY,Completed,Weekend
O000805,2025-11-29,19:44,1812.6,222.6,CASH,TAKEAWAY,Completed,Weekend
O000806,2025-11-29,20:36,889.2,109.2,card,Dine in,Completed,Weekend
O000807,2025-11-29,21:26,866.4,106.4,CASH,TAKEAWAY,Completed,Weekend
O000808,2025-11-29,22:11,741.0,91.0,,Dine in,Completed,Weekend
O000809,2025-11-29,20:59,438.9,53.9,CASH,Dine in,Completed,Weekend
O000810,2025-11-29,21:52,609.9,74.9,CASH,TAKEAWAY,Completed,Weekend
O000811,2025-11-29,19:35,900.6,110.6,card,,Completed,Weekend
O000812,2025-11-29,20:43,501.6,61.6,,TAKEAWAY,Completed,Weekend
O000813,2025-11-29,22:29,621.3,76.3,CASH,,Completed,Weekend
O000814,2025-11-29,21:13,627.0,77.0,card,TAKEAWAY,Completed,Weekend
O000815,2025-11-29,20:48,1020.3,125.3,card,Dine in,Completed,Weekend
O000816,2025-11-29,19:33,632.7,77.7,CASH,TAKEAWAY,Completed,Weekend
O000817,2025-11-29,23:17,399.0,49.0,CASH,Dine in,Completed,Weekend
O000818,2025-11-29,23:49,604.2,74.2,CASH,,Completed,Weekend
O000819,2025-11-29,22:20,615.6,75.6,CASH,,Completed,Weekend
O000820,2025-11-29,22:59,570.0,70.0,card,Dine in,Completed,Weekend
O000821,2025-11-29,21:37,592.8,72.8,CASH,Dine in,Completed,Weekend
O000822,2025-11-29,20:22,478.8,58.8,,TAKEAWAY,Completed,Weekend
O000823,2025-11-29,22:30,741.0,91.0,card,TAKEAWAY,Completed,Weekend
O000824,2025-11-29,20:09,798.0,98.0,CASH,TAKEAWAY,Completed,Weekend
O000825,2025-11-29,23:16,889.2,109.2,CASH,Dine in,Completed,Weekend
O000826,2025-11-29,19:20,729.6,89.6,CASH,Dine in,Completed,Weekend
O000827,2025-11-29,21:36,718.2,88.2,,TAKEAWAY,Completed,Weekend
O000828,2025-11-29,20:28,342.0,42.0,card,TAKEAWAY,Completed,Weekend
O000829,2025-11-29,23:01,467.4,57.4,card,Dine in,Completed,Weekend
O000830,2025-11-29,19:14,832.2,102.2,card,TAKEAWAY,Completed,Weekend
O000831,2025-11-29,19:58,792.3,97.3,CASH,Dine in,Completed,Weekend
O000832,2025-11-29,21:41,2126.1,261.1,card,TAKEAWAY,Completed,Weekend
O000833,2025-11-29,21:15,547.2,67.2,CASH,Dine in,Completed,Weekend
O000834,2025-11-29,20:38,604.2,74.2,CASH,TAKEAWAY,Completed,Weekend
O000835,2025-11-29,18:33,649.8,79.8,CASH,Dine in,Completed,Weekend
O000836,2025-11-29,18:27,763.8,93.8,,Dine in,Completed,Weekend
O000837,2025-11-29,21:35,627.0,77.0,CASH,Dine in,Completed,Weekend
O000838,2025-11-29,21:52,501.6,61.6,card,TAKEAWAY,Completed,Weekend
O000839,2025-11-29,22:46,581.4,71.4,CASH,TAKEAWAY,Completed,Weekend
O000840,2025-11-29,20:35,490.2,60.2,card,TAKEAWAY,Completed,Weekend
O000841,2025-11-29,20:26,353.4,43.4,CASH,TAKEAWAY,Completed,Weekend
O000842,2025-11-29,21:49,752.4,92.4,,Dine in,Completed,Weekend
O000843,2025-11-29,22:35,934.8,114.8,card,Dine in,Completed,Weekend
O000844,2025-11-29,19:34,900.6,110.6,CASH,Dine in,Completed,Weekend
O000845,2025-11-29,21:21,849.3,104.3,CASH,Dine in,Completed,Weekend
O000846,2025-11-29,22:49,689.7,84.7,CASH,TAKEAWAY,Completed,Weekend
O000847,2025-11-29,19:23,940.5,115.5,,Dine in,Completed,Weekend
O000848,2025-11-30,18:22,262.2,32.2,CASH,Dine in,Completed,weekday
O000849,2025-11-30,22:46,592.8,72.8,,Dine in,Completed,weekday
O000850,2025-11-30,16:40,330.6,40.6,CASH,TAKEAWAY,Completed,weekday
O000851,2025-11-30,12:41,478.8,58.8,card,TAKEAWAY,Completed,weekday
O000852,2025-11-30,15:35,342.0,42.0,CASH,,Completed,weekday
O000853,2025-11-30,17:21,307.8,37.8,CASH,,Completed,weekday
O000854,2025-11-30,20:24,313.5,38.5,CASH,,Completed,weekday
O000855,2025-11-30,12:15,752.4,92.4,CASH,TAKEAWAY,Completed,weekday
O000856,2025-11-30,15:18,182.4,22.4,card,TAKEAWAY,Completed,weekday
O000857,2025-11-30,14:06,444.6,54.6,CASH,TAKEAWAY,Completed,weekday
O000858,2025-11-30,19:19,381.9,46.9,CASH,TAKEAWAY,Completed,weekday
O000859,2025-11-30,12:31,210.9,25.9,CASH,Dine in,Completed,weekday
O000860,2025-11-30,21:39,524.4,64.4,CASH,TAKEAWAY,Completed,weekday
O000861,2025-11-30,11:59,359.1,44.1,CASH,TAKEAWAY,Completed,weekday
O000862,2025-11-30,14:46,182.4,22.4,card,Dine in,Completed,weekday
O000863,2025-11-30,12:24,250.8,30.8,CASH,Dine in,Completed,weekday
O000864,2025-11-30,16:10,381.9,46.9,,TAKEAWAY,Completed,weekday
O000865,2025-11-30,20:37,228.0,28.0,CASH,TAKEAWAY,Completed,weekday
O000866,2025-11-30,14:41,216.6,26.6,card,Dine in,Completed,weekday
O000867,2025-11-30,15:41,558.6,68.6,card,TAKEAWAY,Completed,weekday
O000868,2025-11-30,14:07,444.6,54.6,,Dine in,Completed,weekday
O000869,2025-11-30,20:45,307.8,37.8,CASH,Dine in,Completed,weekday
O000870,2025-11-30,16:31,250.8,30.8,CASH,TAKEAWAY,Completed,weekday
O000871,2025-11-30,14:19,615.6,75.6,CASH,Dine in,Completed,weekday
O000872,2025-11-30,11:30,421.8,51.8,card,Dine in,Completed,weekday
O000873,2025-11-30,15:07,421.8,51.8,CASH,,Completed,weekday
O000874,2025-11-30,16:20,387.6,47.6,card,Dine in,Completed,weekday
O000875,2025-11-30,16:45,193.8,23.8,CASH,TAKEAWAY,Completed,weekday
O000876,2025-11-30,19:18,319.2,39.2,CASH,Dine in,Completed,weekday
O000877,2025-11-30,10:37,364.8,44.8,CASH,TAKEAWAY,Completed,weekday
O000878,2025-11-30,19:28,410.4,50.4,card,TAKEAWAY,Completed,weekday
O000879,2025-11-30,11:55,228.0,28.0,CASH,Dine in,Completed,weekday
O000880,2025-11-30,10:54,228.0,28.0,,,Completed,weekday
O000881,2025-11-30,21:13,205.2,25.2,CASH,Dine in,Completed,weekday
O000882,2025-11-30,12:08,353.4,43.4,CASH,TAKEAWAY,Completed,weekday
O000883,2025-11-30,19:58,456.0,56.0,card,TAKEAWAY,Completed,weekday
O000884,2025-11-30,19:00,216.6,26.6,card,Dine in,Completed,weekday
O000885,2025-11-30,11:02,171.0,21.0,card,Dine in,Completed,weekday
O000886,2025-11-30,11:17,228.0,28.0,CASH,Dine in,Completed,weekday
O000887,2025-12-01,22:01,307.8,37.8,card,Dine in,Completed,weekday
O000888,2025-12-01,15:00,228.0,28.0,card,Dine in,Completed,weekday
O000889,2025-12-01,13:52,171.0,21.0,CASH,TAKEAWAY,Completed,weekday
O000890,2025-12-01,22:52,285.0,35.0,CASH,Dine in,Completed,weekday
O000891,2025-12-01,22:17,205.2,25.2,card,TAKEAWAY,Completed,weekday
O000892,2025-12-01,18:14,68.4,8.4,card,TAKEAWAY,Completed,weekday
O000893,2025-12-01,14:35,102.6,12.6,CASH,TAKEAWAY,Completed,weekday
O000894,2025-12-01,20:14,467.4,57.4,,TAKEAWAY,Completed,weekday
O000895,2025-12-01,21:00,342.0,42.0,card,TAKEAWAY,Completed,weekday
O000896,2025-12-01,10:36,604.2,74.2,CASH,TAKEAWAY,Completed,weekday
O000897,2025-12-01,16:37,456.0,56.0,CASH,Dine in,Completed,weekday
O000898,2025-12-01,20:18,125.4,15.4,CASH,TAKEAWAY,Completed,weekday
O000899,2025-12-01,15:31,410.4,50.4,card,Dine in,Completed,weekday
O000900,2025-12-01,10:45,159.6,19.6,CASH,TAKEAWAY,Completed,weekday
O000901,2025-12-01,13:55,222.3,27.3,card,TAKEAWAY,Completed,weekday
O000902,2025-12-01,21:02,125.4,15.4,CASH,,Completed,weekday
O000903,2025-12-01,19:51,524.4,64.4,card,TAKEAWAY,Completed,weekday
O000904,2025-12-01,20:28,250.8,30.8,card,Dine in,Completed,weekday
O000905,2025-12-01,13:38,136.8,16.8,CASH,TAKEAWAY,Completed,weekday
O000906,2025-12-01,19:04,216.6,26.6,CASH,TAKEAWAY,Completed,weekday
O000907,2025-12-01,16:22,171.0,21.0,card,TAKEAWAY,Completed,weekday
O000908,2025-12-01,13:35,182.4,22.4,card,TAKEAWAY,Completed,weekday
O000909,2025-12-01,17:50,558.6,68.6,card,Dine in,Completed,weekday
O000910,2025-12-01,12:16,319.2,39.2,card,TAKEAWAY,Completed,weekday
O000911,2025-12-01,15:51,148.2,18.2,CASH,TAKEAWAY,Completed,weekday
O000912,2025-12-01,10:31,228.0,28.0,card,Dine in,Completed,weekday
O000913,2025-12-01,16:30,387.6,47.6,card,TAKEAWAY,Completed,weekday
O000914,2025-12-01,22:52,524.4,64.4,CASH,Dine in,Completed,weekday
O000915,2025-12-01,11:57,182.4,22.4,card,Dine in,Completed,weekday
O000916,2025-12-01,19:58,678.3,83.3,card,,Completed,weekday
O000917,2025-12-01,17:18,524.4,64.4,CASH,Dine in,Completed,weekday
O000918,2025-12-01,14:38,456.0,56.0,,TAKEAWAY,Completed,weekday
O000919,2025-12-01,10:07,245.1,30.1,CASH,TAKEAWAY,Completed,weekday
O000920,2025-12-01,12:52,661.2,81.2,card,Dine in,Completed,weekday
O000921,2025-12-01,22:39,136.8,16.8,card,TAKEAWAY,Completed,weekday
O000922,2025-12-01,20:00,239.4,29.4,CASH,TAKEAWAY,Completed,weekday
O000923,2025-12-01,16:26,159.6,19.6,CASH,Dine in,Completed,weekday
O000924,2025-12-01,14:32,467.4,57.4,card,TAKEAWAY,Completed,weekday
O000925,2025-12-01,14:04,342.0,42.0,card,Dine in,Completed,weekday
O000926,2025-12-01,17:08,228.0,28.0,card,Dine in,Completed,weekday
O000927,2025-12-01,14:16,627.0,77.0,CASH,TAKEAWAY,Completed,weekday
O000928,2025-12-02,20:41,68.4,8.4,,,Completed,weekday
O000929,2025-12-02,19:33,467.4,57.4,CASH,Dine in,Completed,weekday
O000930,2025-12-02,10:07,570.0,70.0,CASH,TAKEAWAY,Completed,weekday
O000931,2025-12-02,22:26,307.8,37.8,,,Completed,weekday
O000932,2025-12-02,20:01,421.8,51.8,card,Dine in,Completed,weekday
O000933,2025-12-02,18:31,68.4,8.4,CASH,Dine in,Completed,weekday
O000934,2025-12-02,18:46,228.0,28.0,card,Dine in,Completed,weekday
O000935,2025-12-02,20:20,228.0,28.0,card,,Completed,weekday
O000936,2025-12-02,19:19,416.1,51.1,CASH,TAKEAWAY,Completed,weekday
O000937,2025-12-02,13:32,193.8,23.8,card,TAKEAWAY,Completed,weekday
O000938,2025-12-02,22:48,193.8,23.8,CASH,TAKEAWAY,Completed,weekday
O000939,2025-12-02,11:45,114.0,14.0,,Dine in,Completed,weekday
O000940,2025-12-02,11:04,513.0,63.0,card,TAKEAWAY,Completed,weekday
O000941,2025-12-02,19:48,410.4,50.4,CASH,TAKEAWAY,Completed,weekday
O000942,2025-12-02,20:36,433.2,53.2,card,Dine in,Completed,weekday
O000943,2025-12-02,17:41,627.0,77.0,card,Dine in,Completed,weekday
O000944,2025-12-02,16:35,467.4,57.4,CASH,Dine in,Completed,weekday
O000945,2025-12-02,14:54,125.4,15.4,card,,Completed,weekday
O000946,2025-12-02,18:32,171.0,21.0,card,Dine in,Completed,weekday
O000947,2025-12-02,18:47,285.0,35.0,CASH,TAKEAWAY,Completed,weekday
O000948,2025-12-02,19:55,119.7,14.7,CASH,TAKEAWAY,Completed,weekday
O000949,2025-12-02,17:31,165.3,20.3,CASH,Dine in,Completed,weekday
O000950,2025-12-02,22:27,330.6,40.6,CASH,Dine in,Completed,weekday
O000951,2025-12-02,20:31,0.0,0.0,CASH,TAKEAWAY,Completed,weekday
O000952,2025-12-02,14:26,216.6,26.6,card,,Completed,weekday
O000953,2025-12-02,10:10,216.6,26.6,card,Dine in,Completed,weekday
O000954,2025-12-02,16:35,621.3,76.3,CASH,TAKEAWAY,Completed,weekday
O000955,2025-12-02,15:18,296.4,36.4,card,,Completed,weekday
O000956,2025-12-02,15:23,125.4,15.4,card,Dine in,Completed,weekday
O000957,2025-12-02,21:29,421.8,51.8,card,TAKEAWAY,Completed,weekday
O000958,2025-12-02,12:51,285.0,35.0,CASH,Dine in,Completed,weekday
O000959,2025-12-02,10:24,285.0,35.0,,TAKEAWAY,Completed,weekday
O000960,2025-12-02,14:06,1607.4,197.4,card,TAKEAWAY,Completed,weekday
O000961,2025-12-02,22:45,114.0,14.0,card,TAKEAWAY,Completed,weekday
O000962,2025-12-02,15:29,285.0,35.0,CASH,Dine in,Completed,weekday
O000963,2025-12-02,14:33,273.6,33.6,card,TAKEAWAY,Completed,weekday
O000964,2025-12-02,10:38,456.0,56.0,CASH,TAKEAWAY,Completed,weekday
O000965,2025-12-02,17:42,319.2,39.2,card,,Completed,weekday
O000966,2025-12-02,18:28,627.0,77.0,card,TAKEAWAY,Completed,weekday
O000967,2025-12-03,12:58,296.4,36.4,CASH,TAKEAWAY,Completed,weekday
O000968,2025-12-03,19:32,193.8,23.8,card,TAKEAWAY,Completed,weekday
O000969,2025-12-03,11:47,159.6,19.6,card,Dine in,Completed,weekday
O000970,2025-12-03,18:09,228.0,28.0,card,Dine in,Completed,weekday
O000971,2025-12-03,13:26,342.0,42.0,CASH,,Completed,weekday
O000972,2025-12-03,10:47,182.4,22.4,CASH,TAKEAWAY,Completed,weekday
O000973,2025-12-03,10:03,433.2,53.2,CASH,Dine in,Completed,weekday
O000974,2025-12-03,11:54,148.2,18.2,CASH,Dine in,Completed,weekday
O000975,2025-12-03,12:50,171.0,21.0,card,TAKEAWAY,Completed,weekday
O000976,2025-12-03,20:17,513.0,63.0,card,Dine in,Completed,weekday
O000977,2025-12-03,12:44,416.1,51.1,card,TAKEAWAY,Completed,weekday
O000978,2025-12-03,21:41,199.5,24.5,CASH,TAKEAWAY,Completed,weekday
O000979,2025-12-03,22:39,324.9,39.9,CASH,,Completed,weekday
O000980,2025-12-03,15:39,461.7,56.7,card,TAKEAWAY,Completed,weekday
O000981,2025-12-03,21:55,393.3,48.3,card,Dine in,Completed,weekday
O000982,2025-12-03,11:41,102.6,12.6,CASH,TAKEAWAY,Completed,weekday
O000983,2025-12-03,13:58,131.1,16.1,card,Dine in,Completed,weekday
O000984,2025-12-03,10:02,570.0,70.0,card,TAKEAWAY,Completed,weekday
O000985,2025-12-03,22:41,570.0,70.0,card,Dine in,Completed,weekday
O000986,2025-12-03,18:09,205.2,25.2,card,,Completed,weekday
O000987,2025-12-03,19:34,159.6,19.6,CASH,Dine in,Completed,weekday
O000988,2025-12-03,18:29,273.6,33.6,card,Dine in,Completed,weekday
O000989,2025-12-03,15:00,353.4,43.4,CASH,TAKEAWAY,Completed,weekday
O000990,2025-12-03,15:59,114.0,14.0,CASH,TAKEAWAY,Completed,weekday
O000991,2025-12-03,13:32,159.6,19.6,card,TAKEAWAY,Completed,weekday
O000992,2025-12-03,22:45,478.8,58.8,CASH,TAKEAWAY,Completed,weekday
O000993,2025-12-03,20:26,250.8,30.8,CASH,TAKEAWAY,Completed,weekday
O000994,2025-12-03,15:04,262.2,32.2,CASH,TAKEAWAY,Completed,weekday
O000995,2025-12-03,14:16,68.4,8.4,CASH,Dine in,Completed,weekday
O000996,2025-12-03,19:13,205.2,25.2,card,TAKEAWAY,Completed,weekday
O000997,2025-12-03,11:05,381.9,46.9,,TAKEAWAY,Completed,weekday
O000998,2025-12-03,13:34,615.6,75.6,CASH,TAKEAWAY,Completed,weekday
O000999,2025-12-03,21:54,347.7,42.7,card,Dine in,Completed,weekday
O001000,2025-12-03,18:25,114.0,14.0,card,TAKEAWAY,Completed,weekday
O001001,2025-12-03,16:20,228.0,28.0,card,TAKEAWAY,Completed,weekday
O001002,2025-12-03,11:53,399.0,49.0,card,Dine in,Completed,weekday
O001003,2025-12-03,18:41,410.4,50.4,card,Dine in,Completed,weekday
O001004,2025-12-03,22:16,1282.5,157.5,CASH,TAKEAWAY,Completed,weekday
O001005,2025-12-03,19:36,159.6,19.6,card,TAKEAWAY,Completed,weekday
O001006,2025-12-03,11:31,387.6,47.6,card,,Completed,weekday
O001007,2025-12-03,13:14,467.4,57.4,CASH,TAKEAWAY,Completed,weekday
O001008,2025-12-04,21:33,558.6,68.6,CASH,TAKEAWAY,Completed,Weekend
O001009,2025-12-04,23:46,980.4,120.4,card,TAKEAWAY,Completed,Weekend
O001010,2025-12-04,21:16,336.3,41.3,CASH,,Completed,Weekend
O001011,2025-12-04,20:11,501.6,61.6,card,,Completed,Weekend
O001012,2025-12-04,21:10,359.1,44.1,card,TAKEAWAY,Completed,Weekend
O001013,2025-12-04,23:21,741.0,91.0,CASH,TAKEAWAY,Completed,Weekend
O001014,2025-12-04,19:25,843.6,103.6,card,TAKEAWAY,Completed,Weekend
O001015,2025-12-04,23:43,513.0,63.0,CASH,TAKEAWAY,Completed,Weekend
O001016,2025-12-04,22:48,552.9,67.9,card,TAKEAWAY,Completed,Weekend
O001017,2025-12-04,20:59,820.8,100.8,card,Dine in,Completed,Weekend
O001018,2025-12-04,21:19,450.3,55.3,CASH,Dine in,Completed,Weekend
O001019,2025-12-04,18:14,957.6,117.6,CASH,Dine in,Completed,Weekend
O001020,2025-12-04,22:20,353.4,43.4,CASH,Dine in,Completed,Weekend
